name,City,Country,Latitude,Longitude,awardYear,category,motivation,prizeAmount,birthYear,birthMonth,birthDay
Oliver Smithies,Halifax,United Kingdom,53.725,-1.863,2007,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,1925,6,23
Orhan Pamuk,Istanbul,Turkey,41.009197,28.966219,2006,Literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,10000000,1952,6,7
Osamu Shimomura,Kyoto,Japan,35.017709,135.761432,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",10000000,1928,8,27
Oscar Arias Sánchez,Heredia,Costa Rica,9.998349,-84.116798,1987,Peace,for his work for lasting peace in Central America,2175000,1940,9,13
Otto Paul Hermann Diels,Hamburg,Germany,53.548276,9.987422,1950,Chemistry,for their discovery and development of the diene synthesis,164304,1876,1,23
Otto Hahn,Frankfurt-on-the-Main,Germany,50.107886,8.691488,1944,Chemistry,for his discovery of the fission of heavy nuclei,121841,1879,3,8
Otto Loewi,Frankfurt-on-the-Main,Germany,50.107886,8.691488,1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,159850,1873,6,3
Otto Fritz Meyerhof,Hanover,Germany,52.374444,9.738611,1922,Physiology or Medicine,for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle,122483,1884,4,12
Otto Stern,Sorau,Germany,50.05,18.7,1943,Physics,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,123691,1888,2,17
Otto Wallach,Koenigsberg,Germany,54.716667,20.5,1910,Chemistry,in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds,140703,1847,3,27
Otto Heinrich Warburg,Freiburg im Breisgau,Germany,47.995,7.85,1931,Physiology or Medicine,for his discovery of the nature and mode of action of the respiratory enzyme,173206,1883,10,8
Owen Chamberlain,"San Francisco, CA",USA,37.774498,-122.429706,1959,Physics,for their discovery of the antiproton,220678,1920,7,10
Owen Willans Richardson,Dewsbury,United Kingdom,53.683333,-1.633333,1928,Physics,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,156939,1879,4,26
Pablo Neruda,Parral,Chile,-36.15,-71.833333,1971,Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,450000,1904,7,12
Pär Fabian Lagerkvist,Växjö,Sweden,56.88903,14.802795,1951,Literature,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,167612,1891,5,23
Patrick Maynard Stuart Blackett,London,United Kingdom,51.510235,-0.120852,1948,Physics,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",159773,1897,11,18
Patrick Modiano,Paris,France,48.860093,2.355954,2014,Literature,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",8000000,1945,7,30
Patrick White,London,United Kingdom,51.510235,-0.120852,1973,Literature,for an epic and psychological narrative art which has introduced a new continent into literature,510000,1912,5,28
Paul A. Samuelson,"Gary, IN",USA,41.580833,-87.345556,1970,Economic Sciences,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,400000,1915,5,15
Paul Adrien Maurice Dirac,Bristol,United Kingdom,51.455112,-2.584545,1933,Physics,for the discovery of new productive forms of atomic theory,170332,1902,8,8
Paul Berg,"New York, NY",USA,40.715758,-74.0113,1980,Chemistry,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",880000,1926,6,30
Paul C. Lauterbur,"Sidney, OH",USA,40.289722,-84.161111,2003,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,10000000,1929,5,6
Paul D. Boyer,"Provo, UT",USA,40.233833,-111.658528,1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),7500000,1918,7,31
Paul Ehrlich,Strehlen,Prussia,50.783333,17.066667,1908,Physiology or Medicine,in recognition of their work on immunity,139800,1854,3,14
Paul Greengard,"New York, NY",USA,40.715758,-74.0113,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system,9000000,1925,12,11
"Paul Henri Benjamin Balluet d'Estournelles de Constant, Baron de Constant de Rebecque",La Flèche,France,47.699722,-0.076111,1909,Peace,for their prominent position in the international movement for peace and arbitration,139800,1852,11,22
Paul Johann Ludwig Heyse,Berlin,Prussia,52.522265,13.406852,1910,Literature,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",140703,1830,3,15
Paul J. Crutzen,Amsterdam,the Netherlands,52.36942,4.907108,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",7200000,1933,12,3
Paul J. Flory,"Sterling, IL",USA,41.799614,-89.695482,1974,Chemistry,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",550000,1910,6,19
Paul Karrer,Moscow,Russia,55.741387,37.618892,1937,Chemistry,"for his investigations on carotenoids, flavins and vitamins A and B2",158463,1889,4,21
Paul Krugman,"New York, NY",USA,40.715758,-74.0113,2008,Economic Sciences,for his analysis of trade patterns and location of economic activity,10000000,1953,2,28
Paul M. Romer,"Denver, CO",USA,39.739235,-104.984863,2018,Economic Sciences,for integrating technological innovations into long-run macroeconomic analysis,9000000,1955,0,0
Paul Modrich,"Raton, NM",USA,36.903374,-104.439362,2015,Chemistry,for mechanistic studies of DNA repair,8000000,1946,6,13
Paul Hermann Müller,Olten,Switzerland,47.558109,7.587826,1948,Physiology or Medicine,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,159773,1899,1,12
Paul R. Milgrom,"Detroit, MI",USA,42.331667,-83.0475,2020,Economic Sciences,for improvements to auction theory and inventions of new auction formats,10000000,1948,4,20
Paul Sabatier,Carcassonne,France,43.215833,2.351389,1912,Chemistry,for his method of hydrogenating organic compounds in the presence of finely disintegrated metals whereby the progress of organic chemistry has been greatly advanced in recent years,140476,1854,11,5
Pavel Alekseyevich Cherenkov,Novaya Chigla,Russia,51.223332,40.478054,1958,Physics,for the discovery and the interpretation of the Cherenkov effect,214559,1904,7,28
Pearl Buck,"Hillsboro, WV",USA,38.138056,-80.2125,1938,Literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,155077,1892,6,26
Percy Williams Bridgman,"Cambridge, MA",USA,42.374024,-71.107306,1946,Physics,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",121524,1882,4,21
Peter A. Diamond,"New York, NY",USA,40.715758,-74.0113,2010,Economic Sciences,for their analysis of markets with search frictions,10000000,1940,4,29
Peter Agre,"Northfield, MN",USA,44.458202,-93.161156,2003,Chemistry,for the discovery of water channels,10000000,1949,1,30
Peter C. Doherty,Brisbane,Australia,-27.468967,153.023499,1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence,7400000,1940,10,15
Petrus (Peter) Josephus Wilhelmus Debye,Maastricht,the Netherlands,50.866667,5.683333,1936,Chemistry,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,159850,1884,3,24
Peter Grünberg,Plzen,Czechoslovakia,49.741389,13.3825,2007,Physics,for the discovery of Giant Magnetoresistance,10000000,1939,5,18
Peter Handke,Griffen,Austria,46.704444,14.732778,2019,Literature,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,9000000,1942,12,6
Peter W. Higgs,Newcastle upon Tyne,United Kingdom,54.973846,-1.613157,2013,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",8000000,1929,5,29
Peter Brian Medawar,Rio de Janeiro,Brazil,-22.911111,-43.205556,1960,Physiology or Medicine,for discovery of acquired immunological tolerance,225987,1915,2,28
Peter D. Mitchell,Mitcham,United Kingdom,51.400833,-0.151667,1978,Chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,725000,1920,9,29
Peyton Rous,"Baltimore, MD",USA,39.291586,-76.625305,1966,Physiology or Medicine,for his discovery of tumour-inducing viruses,300000,1879,10,5
Philip H. Dybvig,"Gainesville, FL",USA,29.651968,-82.324982,2022,Economic Sciences,for research on banks and financial crises,10000000,1955,5,22
Philip J. Noel-Baker,London,United Kingdom,51.510235,-0.120852,1959,Peace,for his longstanding contribution to the cause of disarmament and peace,220678,1889,11,1
Philip Showalter Hench,"Pittsburgh, PA",USA,40.440136,-80.008661,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,1896,2,28
Philip Warren Anderson,"Indianapolis, IN",USA,39.768611,-86.158056,1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,1923,12,13
Philipp Eduard Anton von Lenard,Pressburg,Hungary,48.144722,17.112778,1905,Physics,for his work on cathode rays,138089,1862,6,7
Phillip A. Sharp,"Falmouth, KY",USA,38.676739,-84.33046,1993,Physiology or Medicine,for their discoveries of split genes,6700000,1944,6,6
Pierre Agostini,Tunis,French protectorate of Tunisia,36.810714,10.181034,2023,Physics,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,11000000,1941,7,23
Pierre Curie,Paris,France,48.860093,2.355954,1903,Physics,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,141358,1859,5,15
Pierre-Gilles de Gennes,Paris,France,48.860093,2.355954,1991,Physics,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",6000000,1932,10,24
Pieter Zeeman,Zonnemaire,the Netherlands,51.713056,3.951111,1902,Physics,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,141847,1865,5,25
Polykarp Kusch,Blankenburg,Germany,51.816521,10.976386,1955,Physics,for his precision determination of the magnetic moment of the electron,190214,1911,1,26
Pyotr Leonidovich Kapitsa,Kronshtadt,Russian Empire,59.990833,29.774722,1978,Physics,for his basic inventions and discoveries in the area of low-temperature physics,725000,1894,7,9
Rabindranath Tagore,Calcutta,India,22.579858,88.368101,1913,Literature,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",143010,1861,5,7
Ragnar Frisch,Oslo,Norway,59.917165,10.750092,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,375000,1895,3,3
Ragnar Granit,Helsinki,Russian Empire,60.167874,24.958234,1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,320000,1900,10,30
